ID,step,angle,x,y,x_m,y_m,date,hour,cosHour,sinHour,behavior,Elephant,Stage,Zone
E2,0.2331772958733183,0.40037692866124547,460.08798667244344,6279.092874993785,460087.98667244345,6279092.874993784,2022-08-14T14:55:40Z,14.916666666666666,-0.722363962059756,-0.691513055782269,Foraging,E2,pre,KW_Home
E2,0.32430700696341475,0.6373987582559384,460.3190678469808,6279.061679768425,460319.06784698076,6279061.679768425,2022-08-14T15:26:02Z,15.433333333333334,-0.6225146366376196,-0.7826081568524138,Movement,E2,pre,KW_Home
E2,0.3997141458043909,0.63053640929768,460.6031729692517,6279.2180745070355,460603.1729692517,6279218.074507035,2022-08-14T15:55:36Z,15.916666666666666,-0.5187732581605214,-0.8549118706729466,Movement,E2,pre,KW_Home
E2,0.0225084970515789,-0.9813449437995809,460.77235824607436,6279.58021776662,460772.35824607435,6279580.21776662,2022-08-14T16:25:43Z,16.416666666666668,-0.40274668985873735,-0.9153114791194471,Foraging,E2,pre,KW_Home
E2,0.06693657697577957,-1.608030325131234,460.794605844412,6279.583634901052,460794.605844412,6279583.634901052,2022-08-14T16:56:10Z,16.933333333333334,-0.2756373558169989,-0.961261695938319,Foraging,E2,pre,KW_Home
E2,0.07830327955041673,-3.037806527828349,460.8022979396973,6279.517141766013,460802.29793969734,6279517.141766013,2022-08-14T17:25:55Z,17.416666666666668,-0.15212338618991628,-0.9883615104677608,Foraging,E2,pre,KW_Home
E2,0.04328037229868573,-0.17199474370610024,460.78528957557444,6279.593575522549,460785.28957557445,6279593.575522549,2022-08-14T17:56:02Z,17.933333333333334,-0.017452406437283498,-0.9998476951563913,Foraging,E2,pre,KW_Home
E2,0.19151471490311786,0.04927882758669089,460.78325778993735,6279.636808177724,460783.2577899374,6279636.808177724,2022-08-14T18:26:40Z,18.433333333333334,0.11320321376790658,-0.9935718556765876,Foraging,E2,pre,KW_Home
E2,0.06199171701780317,-1.4282977319509222,460.7648546959921,6279.827436644007,460764.8546959921,6279827.436644007,2022-08-14T18:56:22Z,18.933333333333334,0.24192189559966745,-0.9702957262759966,Foraging,E2,pre,KW_Home
E2,0.03202388121921377,0.43816480447104045,460.82508813243334,6279.842096320446,460825.08813243336,6279842.096320447,2022-08-14T19:26:22Z,19.433333333333334,0.3665012267242977,-0.9304175679820244,Foraging,E2,pre,KW_Home
E2,0.017659544272189298,-1.627610050644709,460.85005124718697,6279.862155529557,460850.05124718696,6279862.155529557,2022-08-14T19:56:56Z,19.933333333333334,0.4848096202463365,-0.8746197071393961,Resting,E2,pre,KW_Home
E2,0.007863121898790027,0.35554139079085434,460.86031336399896,6279.847783735569,460860.31336399895,6279847.783735569,2022-08-14T20:26:31Z,20.433333333333334,0.5948227867513414,-0.8038568606172173,Resting,E2,pre,KW_Home
E2,0.02282940389464738,1.2214007561882825,460.8668244717751,6279.843375316178,460866.8244717751,6279843.375316178,2022-08-14T20:56:37Z,20.933333333333334,0.6946583704589973,-0.7193398003386512,Resting,E2,pre,KW_Home
E2,0.0058458405279071665,-1.8700257929942783,460.885321748196,6279.856755616892,460885.32174819603,6279856.755616892,2022-08-14T21:26:43Z,21.433333333333334,0.7826081568524138,-0.6225146366376196,Resting,E2,pre,KW_Home
E2,0.007420665558177621,1.2478640241302255,460.88719949026364,6279.85121955907,460887.19949026365,6279851.21955907,2022-08-14T21:56:50Z,21.933333333333334,0.8571673007021126,-0.5150380749100537,Resting,E2,pre,KW_Home
E2,0.009296135696681002,-1.8748022767941341,460.8946200942231,6279.8512497948595,460894.6200942231,6279851.249794859,2022-08-14T22:27:26Z,22.45,0.918791210148898,-0.39474385638426795,Resting,E2,pre,KW_Home
E2,0.004530896350038291,0.510187293942894,460.8918735075199,6279.842368668784,460891.8735075199,6279842.368668783,2022-08-14T22:57:03Z,22.95,0.9624552364536473,-0.27144044986507426,Resting,E2,pre,KW_Home
E2,0.011241461814504196,-0.3719684346792296,460.89281915164577,6279.837937553922,460892.81915164576,6279837.937553922,2022-08-14T23:27:08Z,23.45,0.9896513868196702,-0.14349262199117946,Resting,E2,pre,KW_Home
E2,0.0018551616766002246,-1.4050091161360903,460.8910091791778,6279.826842759494,460891.0091791778,6279826.842759494,2022-08-14T23:57:32Z,23.95,0.999914327574007,-0.013089595571345647,Resting,E2,pre,KW_Home
E2,0.004982980977160691,-2.4107307290038107,460.88915403290173,6279.826835200343,460889.15403290174,6279826.835200343,2022-08-15T00:27:26Z,0.45,0.9930684569549263,0.11753739745783764,Resting,E2,pre,KW_Home
E2,0.011126061451985692,-2.3851254510308197,460.8928507732976,6279.830176488997,460892.8507732976,6279830.1764889965,2022-08-15T00:57:40Z,0.95,0.9692309097067544,0.24615329302899303,Resting,E2,pre,KW_Home
E2,0.024361229197072683,2.469947038795044,460.8919683748006,6279.81908547388,460891.96837480064,6279819.085473879,2022-08-15T01:27:32Z,1.45,0.9288095528719242,0.3705574375098362,Resting,E2,pre,KW_Home
